name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,seasonalAvailability,styles,themes,villagerEquippable,variations
小偷頭巾,ほっかむり,headkerchief,頭戴物,CapFullfaceHokkamuriGreen,裁縫店,122,490,全年,酷,"['恐怖', '戶外活動']",False,0
愛心髮飾,ハートのかみかざり,heart hairpin,頭戴物,CapOrnamentLHearthairpin4,裁縫店,175,700,全年,可愛,"['日常生活', '童話世界']",True,5
護目鏡安全帽,ゴーグルつきヘルメット,helmet with goggles,頭戴物,CapCostumeGogglehelmet6,裁縫店,275,1100,全年,活潑,"['運動', '工作']",False,8
扶桑花髮飾,ハイビスカスのかみかざり,hibiscus hairpin,頭戴物,CapOrnamentLHibiscus2,裁縫店,140,560,夏季,優雅,"['童話世界', '度假']",True,4
曲棍球面罩,ホッケーのマスク,hockey mask,頭戴物,AccessoryGlassmouthHockeyWhite,裁縫店,360,1440,全年,酷,"['恐怖', '運動', '工作']",False,0
熱狗頭套,ホットドッグマスク,hot-dog hood,頭戴物,CapBangsSausage,裁縫店,140,560,全年,活潑,"['派對', '舞台']",False,0
風信子花冠,ヒヤシンスのかんむり,hyacinth crown,頭戴物,CapOrnamentHyacinth1,DIY,640,,全年,可愛,"['童話世界', '派對', '度假']",True,0
牛骨帽,うしのほね,imitation cow skull,頭戴物,CapHatCowWhite,裁縫店,280,1120,全年,酷,"['恐怖', '舞台']",True,0
魔鬼頭套,デビルなかぶりもの,imp hood,頭戴物,CapCostumeDevil0,裁縫店,440,1760,全年,酷,"['童話世界', '恐怖', '舞台']",False,2
小丑帽子,ピエロのぼうし,jester's cap,頭戴物,CapHatClown1,裁縫店,475,1900,全年,活潑,"['童話世界', '恐怖', '派對', '舞台', '工作']",True,4
馬術安全帽,ジョッキーヘルメット,jockey's helmet,頭戴物,CapHatJockey7,裁縫店,280,1120,全年,活潑,"['運動', '工作']",True,8
阿拉伯帽子,アラビアのぼうし,kaffiyeh,頭戴物,CapHelmetKandula0,呂遊,800,,全年,優雅,"['日常生活', '正式']",False,3
河童頭頂,カッパのおさら,kappa cap,頭戴物,CapCostumeKappa0,裁縫店,245,980,全年,可愛,"['童話世界', '派對', '舞台']",False,2
奇異果帽子,キウイのぼうし,kiwi hat,頭戴物,CapHatKiwi,裁縫店,192,770,全年,可愛,"['童話世界', '派對', '舞台']",True,0
鐵甲面罩,アイアンアーマーヘルメット,knight's helmet,頭戴物,CapFullfaceKnightIron,DIY,3750,,全年,酷,"['童話世界', '恐怖']",False,0
耳罩針織帽,みみあてつきニット,knit cap with earflaps,頭戴物,CapBangsEarknit6,裁縫店,250,1000,冬季,可愛,"['日常生活', '悠閒']",False,7
針織帽,ニットキャップ,knit hat,頭戴物,CapHatKnitcap1,裁縫店,140,560,冬季,簡單,"['日常生活', '戶外活動', '悠閒']",True,8
凱絲鴨舌帽,ケイトのキャップ,Labelle cap,頭戴物,CapHatKatecap1,綿兒,600,2400,全年,酷,"['日常生活', '運動', '舞台']",True,6
凱絲帽子,ケイトのぼうし,Labelle hat,頭戴物,CapHatKatehat1,綿兒,625,2500,全年,華麗,"['日常生活', '正式', '派對', '舞台']",True,6
葉子面具,はっぱのおめん,leaf mask,頭戴物,CapMaskLeaf0,DIY,200,,全年,可愛,"['恐怖', '戶外活動']",True,0
葉子蛋殼,はっぱのたまごのから,leaf-egg shell,頭戴物,CapHatEggleaf0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
文字帽,もじキャップ,lettered cap,頭戴物,CapHatLogocap0,裁縫店,140,560,全年,活潑,"['日常生活', '戶外活動', '運動']",True,3
百合花冠,ユリのかんむり,lily crown,頭戴物,CapOrnamentYuri1,DIY,480,,全年,可愛,"['童話世界', '派對', '度假']",True,0
甜美波斯菊花冠,コスモスのかんむり・ラブリー,lovely cosmos crown,頭戴物,CapOrnamentCosmos2,DIY,1120,,全年,可愛,"['童話世界', '派對', '度假']",True,0
魔女帽,まじょのぼうし,mage's hat,頭戴物,CapHatWitch0,裁縫店,860,3440,全年,酷,"['童話世界', '恐怖']",True,4
阿伊努族頭巾,マタンプシ,matanpushi,頭戴物,CapHatMatampushi2,裁縫店,220,880,全年,酷,"['日常生活', '正式']",True,3
洋蔥頭,たまねぎヘアー,matronly bun,頭戴物,CapWigOnionhair,裁縫店,320,1280,全年,優雅,['舞台'],False,0
網帽,メッシュキャップ,mesh cap,頭戴物,CapHatMeshcap6,裁縫店,140,560,全年,活潑,"['正式', '派對', '舞台', '工作']",True,7
荷蘭帽子,オランダのぼうし,milkmaid hat,頭戴物,CapBangsVolendamWhite,呂遊,800,,全年,優雅,"['日常生活', '正式']",False,0
龐克頭,モヒカン,mohawk wig,頭戴物,CapWigMohican,裁縫店,320,1280,全年,酷,['舞台'],False,0
菊花花冠,キクのかんむり,mum crown,頭戴物,CapOrnamentMum1,DIY,480,,全年,可愛,"['童話世界', '派對', '度假']",True,0
木乃伊頭套,ミイラのかぶりもの,mummy mask,頭戴物,CapFullfaceMummyWhite,裁縫店,245,980,全年,酷,"['童話世界', '恐怖', '舞台']",False,0
新年帽,ニューイヤーハット,New Year's hat,頭戴物,CapHatNewyearRed,活動：新年,125,500,全年,華麗,"['派對', '舞台']",True,8
新年絲質禮帽,ニューイヤーシルクハット,New Year's silk hat,頭戴物,CapHatNewyearsilkRed,活動：新年,125,500,全年,華麗,"['派對', '舞台']",True,8
忍者頭巾,にんじゃずきん,ninja hood,頭戴物,CapCostumeNinja0,裁縫店,350,1400,全年,酷,"['童話世界', '工作']",False,8
能面具,のうめん,Noh mask,頭戴物,CapMaskNomenWhite,裁縫店,600,2400,全年,優雅,"['恐怖', '舞台']",True,0
Nook Inc.頭巾,たぬきかいはつバンダナ,Nook Inc. bandanna,頭戴物,CapHatBandanaRco,購物：哩數兌換,2500,,全年,簡單,"['戶外活動', '工作']",True,0
Nook Inc.帽,たぬきかいはつキャップ,Nook Inc. cap,頭戴物,CapHatMeshcapRco,購物：哩數兌換,2500,,全年,簡單,"['戶外活動', '運動']",True,0
護士帽,ナースキャップ,nurse's cap,頭戴物,CapOrnamentTNurse1,裁縫店,420,1680,全年,簡單,['工作'],True,3
OK車業帽,OKモータースのキャップ,OK Motors cap,頭戴物,CapHatOkmotors0,購物：手遊連動,192,770,全年,簡單,['工作'],True,0
夏蜜柑帽子,オレンジのぼうし,orange hat,頭戴物,CapHatOrange,DIY,1000,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
牛仔帽,テンガロンハット,outback hat,頭戴物,CapHatTengallon4,裁縫店,390,1560,全年,優雅,"['日常生活', '戶外活動', '工作']",True,5
戶外登山帽,アウトドアハット,outdoor hat,頭戴物,CapHatOutdoor3,裁縫店,275,1100,全年,活潑,"['戶外活動', '運動']",True,8
漆彈面罩,ペイントボールマスク,paintball mask,頭戴物,CapMaskPaint1,裁縫店,260,1040,全年,酷,"['戶外活動', '運動']",False,4
變形蟲圖騰頭巾,ペイズリーのバンダナ,paisley bandanna,頭戴物,CapHatBandana3,裁縫店,175,700,全年,活潑,['戶外活動'],True,8
三色堇花冠,パンジーのかんむり,pansy crown,頭戴物,CapOrnamentPansy1,DIY,480,,全年,可愛,"['童話世界', '派對', '度假']",True,0
紙袋,かみぶくろ,paper bag,頭戴物,CapFullfacePaperbagBeige,裁縫店,35,140,全年,酷,['恐怖'],False,0
狩獵帽,ハンチング,paperboy cap,頭戴物,CapHatHunting1,裁縫店,367,1470,全年,簡單,"['日常生活', '正式', '工作']",True,5
拼布鬱金香帽,パッチワークのチューリップぼう,patchwork tulip hat,頭戴物,CapHatTulippatch0,裁縫店,420,1680,全年,可愛,"['戶外活動', '悠閒', '度假']",True,3
桃子帽子,モモのぼうし,peach hat,頭戴物,CapHatPeach0,DIY,1000,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
梨子帽子,ナシのぼうし,pear hat,頭戴物,CapHatPear0,DIY,1000,,全年,可愛,"['童話世界', '派對', '舞台']",True,0
小辮子,べんぱつ,pigtail,頭戴物,CapWigPigtail,呂遊,800,,全年,酷,['日常生活'],False,0
飛行帽,ひこうぼう,pilot's cap,頭戴物,CapHelmetPilot1,裁縫店,280,1120,全年,酷,"['戶外活動', '工作']",False,3
機長帽子,きちょうのぼうし,pilot's hat,頭戴物,CapHatCaptainsky1,裁縫店,420,1680,全年,活潑,"['正式', '工作']",True,3
鳳梨帽子,パイナップルのぼうし,pineapple cap,頭戴物,CapHatPineapple,裁縫店,175,700,夏季,可愛,"['童話世界', '派對', '舞台', '度假']",True,0
軍帽,ワークキャップ,plain cap,頭戴物,CapHatWorkcap0,裁縫店,140,560,全年,簡單,"['戶外活動', '工作']",True,5
警官帽,けいかんのぼうし,police cap,頭戴物,CapHatPoliceNavy,裁縫店,420,1680,全年,活潑,"['正式', '工作']",True,0
毛球報童帽,ボンボンつきキャスケット,pom casquette,頭戴物,CapHatKnitcasquette1,裁縫店,220,880,冬季,可愛,"['日常生活', '悠閒']",True,6
飛機頭,リーゼント,pompadour wig,頭戴物,CapWigRegent,裁縫店,320,1280,全年,酷,['舞台'],False,0
動力頭盔,パワードメット,power helmet,頭戴物,CapFullfacePowered3,裁縫店,805,3220,全年,活潑,"['童話世界', '舞台', '工作']",False,4
紫色風信子花冠,ヒヤシンスのかんむり・パープル,purple hyacinth crown,頭戴物,CapOrnamentHyacinth3,DIY,2880,,全年,可愛,"['童話世界', '派對', '度假']",True,0
紫色三色堇花冠,パンジーのかんむり・パープル,purple pansy crown,頭戴物,CapOrnamentPansy3,DIY,2880,,全年,可愛,"['童話世界', '派對', '度假']",True,0
紫色銀蓮花花冠,アネモネのかんむり・パープル,purple windflower crown,頭戴物,CapOrnamentAnemone3,DIY,2880,,全年,可愛,"['童話世界', '派對', '度假']",True,0
全罩式安全帽,フルフェイスメット,racing helmet,頭戴物,CapFullfaceRacing1,裁縫店,260,1040,全年,酷,"['戶外活動', '運動', '工作']",False,8
雨衣帽,レインハット,rain hat,頭戴物,CapHatRain5,裁縫店,220,880,全年,簡單,"['日常生活', '戶外活動']",True,8
蝴蝶結,リボン,ribbon,頭戴物,CapOrnamentLRibbon6,裁縫店,122,490,全年,可愛,"['日常生活', '童話世界', '派對', '舞台']",True,8
蝴蝶結草帽,リボンつきむぎわらぼうし,ribboned garden hat,頭戴物,CapHatGarlystrawhat1,裁縫店,175,700,夏季,可愛,"['日常生活', '童話世界', '度假']",True,4
小帽子,ちいさめなぼうし,ribboned straw hat,頭戴物,CapOrnamentLMinistrawhat2,裁縫店,122,490,全年,可愛,"['日常生活', '悠閒', '度假']",True,3
玫瑰花冠,バラのかんむり,rose crown,頭戴物,CapOrnamentRose1,DIY,480,,全年,可愛,"['童話世界', '派對', '度假']",True,0
王冠,おうかん,royal crown,頭戴物,CapHatCrownRed,裁縫店,300000,1200000,全年,華麗,"['童話世界', '派對', '舞台']",True,0
安全帽,あんぜんヘルメット,safety helmet,頭戴物,CapHatSafetyhat4,裁縫店,192,770,全年,活潑,['工作'],True,5
水手帽,ふなのりのぼうし,sailor's hat,頭戴物,CapHatSailor0,裁縫店,420,1680,全年,簡單,"['度假', '工作']",True,3
頭盔,かぶと,samurai helmet,頭戴物,CapCostumeSamurai3,裁縫店,1470,5880,全年,活潑,"['舞台', '工作']",False,5
武士頭,ちょんまげ,samurai wig,頭戴物,CapWigSamurai,呂遊,800,,全年,優雅,['舞台'],False,0
學士帽,がくしのぼうし,scholar's hat,頭戴物,CapHatBachelor0,裁縫店,752,3010,全年,簡單,"['正式', '工作']",True,4
上學帽,つうがくぼう,school hat,頭戴物,CapHatSchool0,裁縫店,140,560,全年,簡單,['日常生活'],True,2
短版針織帽,あさいニットぼう,shallow knit cap,頭戴物,CapHatShallow5,裁縫店,140,560,全年,簡單,"['日常生活', '戶外活動']",True,7
綿羊頭套,ひつじのかぶりもの,sheep hood,頭戴物,CapBangsSheep0,裁縫店,245,980,全年,可愛,"['童話世界', '派對', '舞台']",False,4
唐裝帽,チャイナハット,silk hat,頭戴物,CapHatChina3,呂遊,500,,全年,優雅,"['日常生活', '正式']",True,4
簡約菊花花冠,キクのかんむり・シンプル,simple mum crown,頭戴物,CapOrnamentMum3,DIY,2880,,全年,可愛,"['童話世界', '派對', '度假']",True,0
滑板安全帽,スケボーヘルメット,skateboarding helmet,頭戴物,CapHatSkate3,裁縫店,220,880,全年,活潑,['運動'],True,5
骸骨頭套,ガイコツのかぶりもの,skeleton hood,頭戴物,CapCostumeSkullWhite,裁縫店,350,1400,全年,酷,"['童話世界', '恐怖', '舞台']",False,0
全罩式頭套,めだしぼう,ski mask,頭戴物,CapFullfaceFaceknit1,裁縫店,140,560,全年,酷,['恐怖'],False,5
飛天蛋殼,そらとぶたまごのから,sky-egg shell,頭戴物,CapHatEggsky0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
絲質小禮帽,ちいさめシルクハット,small silk hat,頭戴物,CapOrnamentLMinisilkhat1,裁縫店,455,1820,全年,可愛,"['正式', '派對', '舞台']",True,3
雪人帽子,ゆきだるまのぼうし,snowperson head,頭戴物,CapCostumeSnowball0,DIY,7000,,冬季,可愛,"['日常生活', '戶外活動']",False,0
下雪針織帽,スノーニットぼう,snowy knit cap,頭戴物,CapHatSnowknit7,裁縫店,175,700,冬季,簡單,"['日常生活', '戶外活動']",True,8
霜淇淋帽,ソフトクリームなぼうし,soft-serve hat,頭戴物,CapHatIcecream0,裁縫店,157,630,全年,可愛,"['童話世界', '派對', '舞台']",True,8
墨西哥草帽,ソンブレロ,sombrero,頭戴物,CapHatSombrero5,呂遊,500,,全年,活潑,"['正式', '派對', '舞台']",True,8
太空人安全帽,アストロヘルメット,space helmet,頭戴物,CapFullfaceAstronautWhite,裁縫店,1075,4300,全年,活潑,['工作'],False,0
運動帽,うんどうぼう,sports cap,頭戴物,CapHatSports1,裁縫店,140,560,全年,簡單,['運動'],True,4
黑子頭巾,くろこ,stagehand hat,頭戴物,CapFullfaceKurokoBlack,裁縫店,245,980,全年,酷,"['舞台', '工作']",False,0
星星髮飾,ほしのかみかざり,star hairpin,頭戴物,CapOrnamentLStarhairpin4,裁縫店,87,350,全年,可愛,"['日常生活', '童話世界']",True,5
星星頭套,おほしさまのあたま,star head,頭戴物,CapCostumeStar0,DIY,2500,,全年,可愛,"['童話世界', '派對', '舞台']",False,0
岩石蛋殼,いわのたまごのから,stone-egg shell,頭戴物,CapHatEggrock0,DIY,800,,全年,活潑,"['童話世界', '派對', '舞台']",True,0
平頂草帽,カンカンぼう,straw boater,頭戴物,CapHatKankanbo5,裁縫店,175,700,夏季,簡單,"['日常生活', '童話世界', '度假']",True,8
草帽,むぎわらぼうし,straw hat,頭戴物,CapHatStrawhat2,裁縫店,122,490,夏季,簡單,"['日常生活', '悠閒', '度假']",True,3
三度笠,さんどがさ,straw umbrella hat,頭戴物,CapHatSandogasa0,DIY,200,,全年,酷,"['童話世界', '戶外活動']",True,0
草莓帽子,いちごのぼうし,strawberry hat,頭戴物,CapHatStrawberry,裁縫店,175,700,全年,可愛,"['童話世界', '派對', '舞台']",True,0
學生帽,がくせいぼう,student cap,頭戴物,CapHatStudent0,裁縫店,260,1040,全年,簡單,"['日常生活', '正式']",True,7
日本料理廚師帽,わぼうし,sushi chef hat,頭戴物,CapHatItamae0,裁縫店,220,880,全年,簡單,['工作'],True,2
泳帽,すいえいキャップ,swimming cap,頭戴物,CapHatSwim3,裁縫店,140,560,夏季,活潑,"['戶外活動', '運動', '度假']",True,8
蘇格蘭帽,スコットランドぼうし,tam-o'-shanter,頭戴物,CapHatScotland1,呂遊,500,,全年,優雅,"['正式', '工作']",True,4
毛巾帽,タオル,terry-cloth do-rag,頭戴物,CapHatTowel0,裁縫店,122,490,全年,簡單,"['戶外活動', '悠閒', '運動', '工作']",True,6
毛絨睡帽,もこもこナイトキャップ,terry-cloth nightcap,頭戴物,CapHatNightcap4,裁縫店,210,840,全年,可愛,"['童話世界', '悠閒']",True,8
頭冠,ティアラ,tiara,頭戴物,CapOrnamentCTiara0,裁縫店,1075,4300,全年,優雅,"['童話世界', '正式', '派對', '舞台']",True,3
公主假髮,おひめさま,tiara hair,頭戴物,CapWigPrincess0,裁縫店,735,2940,全年,華麗,"['童話世界', '正式', '派對', '舞台']",False,3
絲質禮帽,シルクハット,top hat,頭戴物,CapHatSilkhat1,裁縫店,525,2100,全年,優雅,"['日常生活', '戶外活動', '運動']",True,6
鳳梨圖案戶外帽,パインがらアウトドアハット,tropical hat,頭戴物,CapHatOutdoorpine1,裁縫店,175,700,夏季,活潑,"['戶外活動', '悠閒', '度假']",True,5
烏茲別克帽子,ウズベクなぼうし,tubeteika,頭戴物,CapHatUzbek0,呂遊,500,,全年,華麗,"['日常生活', '正式']",True,4
鬱金香花冠,チューリップのかんむり,tulip crown,頭戴物,CapOrnamentTulip1,DIY,400,,全年,可愛,"['童話世界', '派對', '度假']",True,0
花瓣帽,チューリップハット,tulip hat,頭戴物,CapHatTulip0,裁縫店,157,630,全年,簡單,"['戶外活動', '悠閒']",True,3
特本頭巾,ターバン,turban,頭戴物,CapHelmetTurban2,呂遊,800,,全年,優雅,"['日常生活', '正式']",False,4
斜紋軟呢帽,ツイードキャップ,tweed cap,頭戴物,CapHatTweed2,裁縫店,275,1100,全年,優雅,"['日常生活', '戶外活動']",True,3
面紗,ベール,veil,頭戴物,CapFullfaceVeil2,呂遊,800,,全年,優雅,"['正式', '派對', '舞台']",False,4
農作遮陽帽,のうぎょうぼう,veiled gardening hat,頭戴物,CapCostumeFarm0,裁縫店,140,560,全年,活潑,"['戶外活動', '工作']",False,5
維京人頭盔,バイキングのかぶと,viking helmet,頭戴物,CapHatViking0,裁縫店,525,2100,全年,活潑,['童話世界'],True,3
視覺系假髮,ヴィジュアルけいウィッグ,visual-punk wig,頭戴物,CapWigVisual,裁縫店,350,1400,全年,酷,"['派對', '舞台', '工作']",False,0
